instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"SCHREIBER, KATHARINA",4.3,2.4,14,N/A,https://www.ratemyprofessors.com/professor/171297,Anthropology,None
"STAR, SUMMER",4.3,3.5,8,N/A,https://www.ratemyprofessors.com/professor/1137213,Writing,None
"SMOAK, JEREMY",4.8,3.0,4,N/A,https://www.ratemyprofessors.com/professor/1539970,Religion,None
"LONGO, REGINA",3.6,2.9,7,N/A,https://www.ratemyprofessors.com/professor/948950,Film,None
"VALLIS, ROY",4.7,1.7,43,N/A,https://www.ratemyprofessors.com/professor/223466,Writing,None
"COUCLELIS, HELEN",2.5,3.1,20,N/A,https://www.ratemyprofessors.com/professor/748952,Geography,None
"BRITES, RICARDO",3.3,2.0,3,N/A,https://www.ratemyprofessors.com/professor/1626947,Spanish & Portuguese,None
"BJERKE, ALISON",3.5,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1570613,Writing,None
"CHEVANT, AURELIE",5.0,1.2,6,N/A,https://www.ratemyprofessors.com/professor/1268215,Languages,None
"LOFTUS, BRIAN",3.2,3.2,45,N/A,https://www.ratemyprofessors.com/professor/132482,English,None
"GERSTENFELD, .",5.0,1.0,2,100%,https://www.ratemyprofessors.com/professor/894264,Education,None
"HEHMEYER, JEFFREY",4.8,2.7,13,N/A,https://www.ratemyprofessors.com/professor/883574,Writing,None
"GAMBLE, LYNN",3.8,3.1,7,N/A,https://www.ratemyprofessors.com/professor/1512265,Anthropology,"TOUGH GRADER, GET READY TO READ, TESTS ARE TOUGH"
"SILVA, CHRIS",5.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1789080,Art,None
"ASWANI, SHANKAR",2.9,3.8,12,N/A,https://www.ratemyprofessors.com/professor/492597,Anthropology,None
"CROSSLEY, ALISON",4.6,1.8,4,N/A,https://www.ratemyprofessors.com/professor/1288859,Sociology,None
"LERNER, GENE",2.6,3.1,9,N/A,https://www.ratemyprofessors.com/professor/658653,Sociology,None
"TURMAN, KAREN",4.3,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1297113,Languages,None
"BARBASCH, CLAIRE",4.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1784956,Music,None
"BABCOCK, PHILIP",4.1,3.5,41,N/A,https://www.ratemyprofessors.com/professor/956122,Economics,None
"JEPPESEN, SETH",5.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1783795,Classics,None
"JONES, LINDA",4.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1780301,Religion,None
"STEWART, ANDREW",4.6,2.4,5,N/A,https://www.ratemyprofessors.com/professor/1300988,Biology,None
"SALINAS, SHANNA",4.8,2.6,14,N/A,https://www.ratemyprofessors.com/professor/818353,Writing,None
"LOVE, ERIK",4.2,2.5,12,N/A,https://www.ratemyprofessors.com/professor/552279,Sociology,None
"LAL, RAKESH",1.9,3.9,16,N/A,https://www.ratemyprofessors.com/professor/902314,Engineering,None
"OLIVIA, BARBARA",0.0,0.0,0,N/A,https://www.ratemyprofessors.com/professor/1577760,Economics,None
"STERN, KAIA",0.0,0.0,0,N/A,https://www.ratemyprofessors.com/professor/999035,African-American Studies,None
"MOODY, JAMES",0.0,0.0,0,N/A,https://www.ratemyprofessors.com/professor/1091359,Sociology,None
"PHILLIPS, AMANDA",4.8,3.0,3,N/A,https://www.ratemyprofessors.com/professor/1229093,English,None
"RAFIZADEH, MAJID",4.9,1.3,4,N/A,https://www.ratemyprofessors.com/professor/1552947,Religion,None
"WALKER, DR",4.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1629752,Writing,None
"DODSON, AARON",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1644942,Computer Science,None
"DAVIS, DAVID",4.0,1.5,2,N/A,https://www.ratemyprofessors.com/professor/1751884,Economics,None
"CHAMBERS, ALEXANDRA",4.2,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1748529,Psychology,None
"THOMPSON, SARAH",3.2,3.0,23,N/A,https://www.ratemyprofessors.com/professor/484611,Art History,None
"SENTINELLA, ROBERT",4.1,2.4,16,N/A,https://www.ratemyprofessors.com/professor/468368,Mathematics,None
"STEINBERG, JESSE",4.7,2.6,15,N/A,https://www.ratemyprofessors.com/professor/581027,Philosophy,None
"FOREMAN, V.P",3.5,2.3,12,N/A,https://www.ratemyprofessors.com/professor/892586,Law,None
"PUTINAR, GABRIELA",1.7,3.6,10,N/A,https://www.ratemyprofessors.com/professor/546943,Mathematics,None
"FANCHON, .",1.5,4.4,10,N/A,https://www.ratemyprofessors.com/professor/1033232,Economics,None
"TERRILL, CEIRIDWEN",4.8,1.6,9,N/A,https://www.ratemyprofessors.com/professor/576707,Writing,None
"BONDGRAHAM, DARWIN",3.4,3.0,7,N/A,https://www.ratemyprofessors.com/professor/520211,Sociology,None
"SPACKS, BARRY",4.4,2.9,7,N/A,https://www.ratemyprofessors.com/professor/607291,Literature,None
"MEDLEY, SARAH",3.5,2.6,7,N/A,https://www.ratemyprofessors.com/professor/1087066,Geology,None
"ADAN, ELIZABETH",4.0,2.5,6,N/A,https://www.ratemyprofessors.com/professor/820006,Women's Studies,None
"MORSE, DANIEL",4.0,3.0,4,N/A,https://www.ratemyprofessors.com/professor/426747,Biology,None
"BARROCA, LOREN",4.3,1.7,3,N/A,https://www.ratemyprofessors.com/professor/583318,Writing,None
"FISK, MATTHEW",3.8,3.7,3,N/A,https://www.ratemyprofessors.com/professor/1262418,Art History,None
"RAMSAY, JESSICA",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1034350,English,None
"BLAIR, RYAN",3.5,5.0,1,N/A,https://www.ratemyprofessors.com/professor/940350,Mathematics,None
"SZNYCER, DANIEL",3.8,3.7,3,N/A,https://www.ratemyprofessors.com/professor/1548618,Anthropology,None
"FEINBERG, CAROL",2.0,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1477370,History,None
"JOYCE, MEGHAN",4.5,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1746256,Music,None
"KABABBE, TOMAS",4.8,2.4,5,N/A,https://www.ratemyprofessors.com/professor/1523559,Mathematics,None
"ALBRECHT, BRENT",3.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1747852,Mathematics,None
"LI, ZHIQUN",1.5,4.7,3,N/A,https://www.ratemyprofessors.com/professor/1740169,Biology,None
"SUN, LI HSIEN",1.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1732894,Statistics,None
"GERVAIS, MICHEL MARC",4.9,4.0,4,N/A,https://www.ratemyprofessors.com/professor/733544,Music,None
"ROUNTREE, CHRIS",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1745479,Music,None
"HALSTED, MARGO",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1745480,Music,None
"ELLIS, ANGELA",4.6,2.4,10,N/A,https://www.ratemyprofessors.com/professor/649148,Languages,None
"THOMAS, LINDSAY",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1742890,English,None
"DELGADILLO, CHARLES",3.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1740829,History,None
"MCKOY, C",3.6,2.3,7,N/A,https://www.ratemyprofessors.com/professor/1293879,Political Science,None
"WENZEL, JENNIFER",4.3,3.5,2,N/A,https://www.ratemyprofessors.com/professor/1737900,Psychology,None
"KING, DANIELLE",5.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1738279,Psychology,None
"CATLIN, BRIANNE",5.0,1.5,2,N/A,https://www.ratemyprofessors.com/professor/1144420,Geology,None
"KERR, BRANDON",5.0,1.9,10,N/A,https://www.ratemyprofessors.com/professor/1679194,Mathematics,None
"GWINN, CARL",3.0,3.1,20,N/A,https://www.ratemyprofessors.com/professor/384507,Physics,None
"CHRONOPOULOU, CC",1.3,4.7,6,N/A,https://www.ratemyprofessors.com/professor/1608888,Statistics,None
"CHEN, DEAN",4.6,1.7,11,N/A,https://www.ratemyprofessors.com/professor/1504296,Political Science,None
"ODETTE, GEORGE",2.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1732389,Engineering,None
"GERSTEIN, LARRY",2.3,4.1,46,N/A,https://www.ratemyprofessors.com/professor/81164,Mathematics,None
"CHUNG, PETER",4.9,2.5,4,N/A,https://www.ratemyprofessors.com/professor/1659977,Physics,None
"HOECHST, HEIDI",3.8,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1082838,Law,None
"CANNELL, DAVID",4.2,3.6,19,N/A,https://www.ratemyprofessors.com/professor/606764,Physics,None
"ARCHULETA, RALPH",3.9,3.2,17,N/A,https://www.ratemyprofessors.com/professor/570900,Geology,None
"FISHER, BURCH",1.5,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1731099,Geology,None
"WALLY, SIEWERT",4.5,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1486174,Philosophy,None
"RUSSELL, DENNIS",3.8,1.2,6,N/A,https://www.ratemyprofessors.com/professor/1331110,Music,None
"WHITE, SABINA",3.0,2.3,4,N/A,https://www.ratemyprofessors.com/professor/1548484,Education,None
"HOWARD, THOMAS",1.7,4.8,6,N/A,https://www.ratemyprofessors.com/professor/1683185,Mathematics,None
"BRENNER, MARY",4.0,3.5,2,N/A,https://www.ratemyprofessors.com/professor/1683424,Education,None
"HO, COLLEEN",5.0,1.0,2,N/A,https://www.ratemyprofessors.com/professor/1722533,Writing,None
"STONE, MICHAEL",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1722897,Not Specified,None
"LEIBOWITZ, ALEXANDER",2.5,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1235763,Classics,None
"MACKER, TEDDY",4.1,2.6,40,N/A,https://www.ratemyprofessors.com/professor/480750,English,None
"FOLK, ELIZABETH",4.5,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1718960,Art,None
"FOLK, ELIZABETH",4.5,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1718964,Fine Arts,None
"DINEEN-WIMBERLY, INGRID",4.5,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1602739,History,None
"YOUNG, JAMIE",3.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1672553,Media Arts,None
"HAHN, FRANCES",3.6,3.8,6,N/A,https://www.ratemyprofessors.com/professor/348347,Classics,None
"GOODWIN, CHRISTOPHER",3.0,4.3,3,N/A,https://www.ratemyprofessors.com/professor/1670145,Economics,None
"GIL, OSCAR",2.7,2.2,6,N/A,https://www.ratemyprofessors.com/professor/1387331,Women's Studies,None
"ECKMANN, TED",4.3,4.2,9,N/A,https://www.ratemyprofessors.com/professor/1051915,Geography,None
"STILL, CHRIS",3.6,2.8,16,N/A,https://www.ratemyprofessors.com/professor/384462,Geography,None
"WARNER, BOB",3.8,3.5,10,N/A,https://www.ratemyprofessors.com/professor/420160,Biology,None
"KALLEWAARD, HANNAH",4.5,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1706735,Chemistry,None
"HOROWITZ, GARY",4.5,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1705604,Physics,None
"PARAKH, ALLISON",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1703829,Exercise & Sport Studies,None
"HAMALAINEN, PEKKA",4.4,1.8,13,N/A,https://www.ratemyprofessors.com/professor/865104,History,None
"DIMITRSIUM, FOUSKAKIS",4.5,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1702231,Statistics,None
"KOLSTAD, CHARLES",2.6,3.8,5,N/A,https://www.ratemyprofessors.com/professor/1697894,Economics,None
"PEINADO, SUSANA",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1701661,Communication,None
"CASILLAS, ANNIE",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1701667,Communication,None
"LARUE, JERRY",4.7,3.7,3,N/A,https://www.ratemyprofessors.com/professor/1002782,Chemistry,None
"COLCLOUGH, KEITH",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1699688,Music,None
"GUERRERO, MARIO",5.0,3.3,3,N/A,https://www.ratemyprofessors.com/professor/1490711,Political Science,None
"SCHROEDER, CHAD",5.0,1.7,3,N/A,https://www.ratemyprofessors.com/professor/1669964,Classics,None
"DE LOS SANTOS, THERESA",4.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1697754,Communication,None
"DUTRA, FRANK",3.9,2.1,24,N/A,https://www.ratemyprofessors.com/professor/570392,History,None
"DAVIS, CYNTHIA",4.1,2.1,21,N/A,https://www.ratemyprofessors.com/professor/521298,English,None
"OTTMAN, RYAN",3.5,3.3,29,N/A,https://www.ratemyprofessors.com/professor/1166527,Mathematics,None
"BRENNAN, SHANNON",5.0,1.5,2,N/A,https://www.ratemyprofessors.com/professor/1689981,English,None
"ATKINS, PHIL",4.4,2.8,4,N/A,https://www.ratemyprofessors.com/professor/1512396,Philosophy,None
"NOWLIN, CHRIS",3.4,3.6,12,N/A,https://www.ratemyprofessors.com/professor/817552,Mathematics,None
"RUTKOWSKI, GEOFFREY",3.5,4.5,2,N/A,https://www.ratemyprofessors.com/professor/1087088,Music,None
"CURRANS, ELIZABETH",4.3,3.3,4,N/A,https://www.ratemyprofessors.com/professor/897625,Religion,None
"SHARRER, HARVEY",2.5,2.7,7,N/A,https://www.ratemyprofessors.com/professor/610884,Languages,None
"ROQUE RAMIREZ, HORACIO",3.2,3.5,10,N/A,https://www.ratemyprofessors.com/professor/628926,Chicano Studies,None
"PETRACCA, MICHAEL",4.8,1.8,17,N/A,https://www.ratemyprofessors.com/professor/292375,Writing,None
"SOBRASKE, KATHERINE",4.7,2.7,15,N/A,https://www.ratemyprofessors.com/professor/920185,Anthropology,None
"DOERR, NICK",4.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1351768,Biology,None
"FLORES, J",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1585493,Not Specified,None
"GLASGOW, GARRETT",4.6,2.2,18,N/A,https://www.ratemyprofessors.com/professor/216069,Political Science,None
"MICHAELSEN, JOEL",2.5,3.0,14,N/A,https://www.ratemyprofessors.com/professor/909923,Geography,None
"HAMILTON, DAVID",3.6,4.3,8,N/A,https://www.ratemyprofessors.com/professor/1073683,Psychology,None
"DRAWERT, BRIAN",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1675663,Computer Science,None
"RELIS, PAUL",2.3,3.7,3,N/A,https://www.ratemyprofessors.com/professor/555235,Science,None
"PELÁEZ, JACKIE",5.0,3.5,2,N/A,https://www.ratemyprofessors.com/professor/1504651,Spanish,None
"LEVINE, JONATHAN",3.8,2.3,4,N/A,https://www.ratemyprofessors.com/professor/815309,Biology,None
"COOPER, SCOTT",4.9,3.3,4,N/A,https://www.ratemyprofessors.com/professor/1225686,Biology,None
"MAZIN, BENJAMIN",2.8,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1450970,Physics,None
"EARDLEY, DIANE",2.6,3.1,37,N/A,https://www.ratemyprofessors.com/professor/349756,Biology,None
"DOZIER, JEFF",4.1,4.2,5,N/A,https://www.ratemyprofessors.com/professor/878991,Environmental Science,None
"DUNNE, TOM",5.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1671062,Environmental Science & Mgmt.,None
"TINGLE, NICK",4.5,2.0,26,N/A,https://www.ratemyprofessors.com/professor/127197,Writing,None
"BRANIGAN, EDWARD",3.9,3.9,22,N/A,https://www.ratemyprofessors.com/professor/316087,Film,None
"BARON, JAIMIE",4.5,2.0,2,N/A,https://www.ratemyprofessors.com/professor/1649137,Film,None
"STURM, ERNEST",2.2,2.7,13,N/A,https://www.ratemyprofessors.com/professor/631003,Languages,None
"SHUGAR, THEODORE",4.0,3.2,6,N/A,https://www.ratemyprofessors.com/professor/636373,Engineering,None
"PAUSTIAN, JOEL",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1664976,Chemical Engineering,None
"BORRELL-CARRERAS, HELENA",4.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1626948,Spanish,None
"IYER, SRIKANTH",1.9,4.6,5,N/A,https://www.ratemyprofessors.com/professor/1589148,Statistics,None
"ROBERTS, MEREDITH",5.0,2.0,2,N/A,https://www.ratemyprofessors.com/professor/1588320,Chemistry,None
"WYNER, ALAN",1.5,3.0,1,N/A,https://www.ratemyprofessors.com/professor/462483,Political Science,None
"LI, SAMUEL",2.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1659222,Engineering,None
"SULWAY, ROBERT",2.8,3.5,19,N/A,https://www.ratemyprofessors.com/professor/1162626,Mathematics,None
"RELVIN, R",2.7,4.0,13,N/A,https://www.ratemyprofessors.com/professor/1026059,Psychology,None
"BATONGMALAQUE, MARK",4.4,2.6,9,N/A,https://www.ratemyprofessors.com/professor/734674,Fine Arts,None
"CAMPBELL, JOANNALEE",3.0,4.8,4,N/A,https://www.ratemyprofessors.com/professor/1543733,Psychology,None
"PELAEZ, JACQUELINE",4.5,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1656279,Spanish & Portuguese,None
"MCINTYRE, ANDREW",3.5,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1341758,Music,None
"HARRIS, CARL",4.3,2.2,20,N/A,https://www.ratemyprofessors.com/professor/360200,History,None
"RUTHERFORD, LARA",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1453023,English,None
"TUSSEY, ETHAN",3.1,1.8,5,N/A,https://www.ratemyprofessors.com/professor/1154919,Writing,None
"CLARK, JUSTIN",5.0,2.0,2,N/A,https://www.ratemyprofessors.com/professor/1516769,Philosophy,None
"VAN COPPEN, PETRA",5.0,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1343199,Chemistry,None
"REYES, CORINNA",3.8,2.5,41,N/A,https://www.ratemyprofessors.com/professor/699675,Political Science,None
"RECLA, MATT",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1553739,Religion,None
"MCINTOSH, DUSTIN",3.0,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1618641,Physics,None
"SKORDI, PANAYIOTIS",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1538384,Statistics,None
"ALLABACK, STEVE",4.3,1.6,16,N/A,https://www.ratemyprofessors.com/professor/593043,English,None
"BURBANO, ANDRES",5.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1624997,Art,None
"HENDLEY, ALI",4.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1482094,Sociology,None
"AHIERS, DAN",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1539322,Exercise & Sport Studies,None
"SILVERMAN, SARAH",5.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1589540,Philosophy,None
"RAUH, STAN",2.2,3.7,18,N/A,https://www.ratemyprofessors.com/professor/1118827,Classics,None
"YANG, HENRY",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1485721,Mechanical Engineering,None
"VATTER, SHERRY",4.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1507206,History,None
"JOHNSON, GARETT",1.5,4.5,2,N/A,https://www.ratemyprofessors.com/professor/1508753,Mathematics,None
"HOOGE, KEVIN",4.3,1.3,3,N/A,https://www.ratemyprofessors.com/professor/1099945,Writing,None
"KENNEDY, GRACE",2.5,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1618627,Mathematics,None
"ROMO, REBECCA",5.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1615994,Sociology,None
"VITALINO, MICHAEL",4.7,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1546240,Music,None
"WELDING, KEVIN",5.0,2.4,10,N/A,https://www.ratemyprofessors.com/professor/961498,Economics,None
"CURTIS, FINBARR",4.9,3.2,5,N/A,https://www.ratemyprofessors.com/professor/580338,Religion,None
"HARRIS, BONNIE",4.8,2.0,2,N/A,https://www.ratemyprofessors.com/professor/1313865,History,None
"SIEWERT, WALLY",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1542012,Philosophy,None
"SMITH, ELIZA",4.3,2.0,3,N/A,https://www.ratemyprofessors.com/professor/1414307,Languages,None
"EAKIN, HALLIE",4.7,3.7,3,N/A,https://www.ratemyprofessors.com/professor/947678,Geography,None
"FOLSOM, DOUG",4.7,2.6,26,N/A,https://www.ratemyprofessors.com/professor/186072,Physics,None
"PUTNAM, ERIN",4.6,1.7,6,N/A,https://www.ratemyprofessors.com/professor/1047088,Music,None
"MONTIEL, IVAN",4.6,2.3,7,N/A,https://www.ratemyprofessors.com/professor/576093,Languages,None
"THOMPSON, KEITH",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1519338,Mathematics,None
"ADEBOYE, ILESANMI",4.1,2.6,16,N/A,https://www.ratemyprofessors.com/professor/1195514,Mathematics,None
"VOSBURGH, JASON",5.0,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1419698,Economics,None
"AKHMEDOV, AZER",2.7,2.8,56,N/A,https://www.ratemyprofessors.com/professor/468462,Mathematics,None
"DANIELS, DOUGLAS",1.9,3.6,17,N/A,https://www.ratemyprofessors.com/professor/350954,History,None
"EWING, PATRICK",4.0,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1209805,Writing,None
"MCGAHAGAN, HELENA",2.6,3.8,37,N/A,https://www.ratemyprofessors.com/professor/706527,Mathematics,None
"BYWATER, KRISTA",2.1,4.0,6,N/A,https://www.ratemyprofessors.com/professor/792498,Sociology,None
"LEVENSON, ROB",3.7,3.0,5,N/A,https://www.ratemyprofessors.com/professor/1580916,Chemistry,None
"MARTIN, CHARLES",1.2,5.0,3,N/A,https://www.ratemyprofessors.com/professor/1453707,Mathematics,None
"JOHNSON, HYMON",4.8,1.5,2,N/A,https://www.ratemyprofessors.com/professor/1588613,Black Studies,None
"CATALINI, JOHN",3.8,1.7,17,N/A,https://www.ratemyprofessors.com/professor/939745,Writing,None
"KAPICKA, MAREK",2.5,3.7,31,N/A,https://www.ratemyprofessors.com/professor/289701,Economics,None
"PANKO, JULIA",4.1,3.3,4,N/A,https://www.ratemyprofessors.com/professor/1414560,Writing,None
"BUTLER, ALISON",3.1,4.1,9,N/A,https://www.ratemyprofessors.com/professor/588723,Chemistry,None
"POWELL, BILL",3.2,3.4,22,N/A,https://www.ratemyprofessors.com/professor/410872,Religion,None
"ATHANASSAKIS, APOSTOLOS",4.4,1.6,71,N/A,https://www.ratemyprofessors.com/professor/271465,Classics,None
"O'CONNELL, MICHAEL",3.5,3.0,24,N/A,https://www.ratemyprofessors.com/professor/570156,English,None
"AMBLER, JESSICA",3.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1456939,Art History,None
"BROWN, TIM",1.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1440546,Physics,None
"NIEMI, JARAD",5.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1588495,Statistics,None
"DALE, JUDITH",4.0,1.9,27,N/A,https://www.ratemyprofessors.com/professor/545390,Physical Ed,None
"SOLOMON-GODEAU, ABIGAIL",2.0,3.8,17,N/A,https://www.ratemyprofessors.com/professor/565241,Art,None
"EGAN, RONALD",3.2,3.1,19,N/A,https://www.ratemyprofessors.com/professor/176662,Literature,None
"JOYNER, ELCIN",3.8,1.8,4,N/A,https://www.ratemyprofessors.com/professor/1343025,Fine Arts,None
"LAGER, CARL",1.5,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1584401,Education,None
"TELEMANTEZ, INES",4.5,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1047860,Religion,None
"FREUDENBURG, WILLIAM",4.2,2.5,88,N/A,https://www.ratemyprofessors.com/professor/338786,Science,None
"SMITH, MYRIAM",4.9,1.7,13,N/A,https://www.ratemyprofessors.com/professor/486684,Languages,None
"LOWES, ROBERT",4.2,3.5,8,N/A,https://www.ratemyprofessors.com/professor/649727,Economics,None
"WILKINS, BURLEIGH",2.9,2.7,32,N/A,https://www.ratemyprofessors.com/professor/37453,Philosophy,None
