instructor,rmp_rating,rmp_difficulty,rmp_num_ratings,rmp_take_again,rmp_url,rmp_dept,rmp_tags
"CHECA, JORGE",3.2,2.1,13,N/A,https://www.ratemyprofessors.com/professor/1032940,Spanish,"GET READY TO READ, WOULD TAKE AGAIN, GIVES GOOD FEEDBACK"
"BUSH, DOUGLAS",1.9,4.5,4,N/A,https://www.ratemyprofessors.com/professor/1553954,Biology,None
"SPEER, TIMOTHY",1.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1994081,Mathematics,None
"FRANKLIN, DIANA",3.0,3.3,46,N/A,https://www.ratemyprofessors.com/professor/1111550,Computer Science,"SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, CARING, RESPECTED, CLEAR GRADING CRITERIA"
"ARMANINO, DANIEL",4.3,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1590921,Sociology,"GIVES GOOD FEEDBACK, INSPIRATIONAL, CARING"
"BROOKS, J F",2.8,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1982826,Anthropology,None
"BAZERMAN, CHARLES",1.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1714277,Education,"TOUGH GRADER, LOTS OF HOMEWORK, SO MANY PAPERS"
"KOSIK, KENNETH",3.6,3.6,10,N/A,https://www.ratemyprofessors.com/professor/869372,Biology,None
"LOVATO, BRIAN",4.8,2.0,2,N/A,https://www.ratemyprofessors.com/professor/1859785,Political Science,"CLEAR GRADING CRITERIA, INSPIRATIONAL, CARING"
"MCATAMNEY, JANELLE",1.5,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1974959,Information Science,None
"SCHUMACHER, SHANNON",0.0,0.0,0,N/A,https://www.ratemyprofessors.com/professor/1992153,Chicano Studies,None
"FILO, MAURICE",4.8,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1946049,Engineering,"CARING, GIVES GOOD FEEDBACK, RESPECTED, WOULD TAKE AGAIN, HILARIOUS"
"WATKINS, SARAH ",4.4,2.5,8,N/A,https://www.ratemyprofessors.com/professor/1938969,Women's Studies,"INSPIRATIONAL, AMAZING LECTURES, HILARIOUS, SKIP CLASS? YOU WON'T PASS., WOULD TAKE AGAIN"
"BERRY, MICHAEL",4.4,2.2,19,N/A,https://www.ratemyprofessors.com/professor/458478,Languages,None
"COVELESKI, SAMANTHA",3.0,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1803152,Communication,None
"BARTLETT, PADRAIC",4.9,2.7,9,N/A,https://www.ratemyprofessors.com/professor/1844801,Mathematics,"INSPIRATIONAL, AMAZING LECTURES, GIVES GOOD FEEDBACK, RESPECTED, WOULD TAKE AGAIN"
"LOPES DE ALMEIDA, PEDRO",4.7,1.7,3,N/A,https://www.ratemyprofessors.com/professor/1875391,Spanish & Portuguese,"PARTICIPATION MATTERS, WOULD TAKE AGAIN"
"SOTO LAVEAGA, GABRIELA",3.6,2.8,19,N/A,https://www.ratemyprofessors.com/professor/768140,History,"GET READY TO READ, SKIP CLASS? YOU WON'T PASS., AMAZING LECTURES, CLEAR GRADING CRITERIA, TESTS? NOT MANY"
"LEVAILLANT, CLAIRE",2.7,2.3,27,N/A,https://www.ratemyprofessors.com/professor/1692321,Mathematics,CARING
"ROBERSON, MALIA",3.1,3.5,8,N/A,https://www.ratemyprofessors.com/professor/1084837,Music,None
"HAMILTON, JENNIFER",4.1,2.4,25,N/A,https://www.ratemyprofessors.com/professor/1190036,Physical Education,"EXTRA CREDIT, SKIP CLASS? YOU WON'T PASS., GROUP PROJECTS, SO MANY PAPERS"
"FREDONA, BOB",2.3,3.3,3,N/A,https://www.ratemyprofessors.com/professor/1972567,Religious Studies,"TOUGH GRADER, GET READY TO READ, TESTS? NOT MANY, LECTURE HEAVY"
"BEHYMER, LAURA",4.8,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1490302,Classics,"GET READY TO READ, WOULD TAKE AGAIN, HILARIOUS"
"BOYD, RYAN",4.8,3.4,11,N/A,https://www.ratemyprofessors.com/professor/1260638,Writing,"CARING, TOUGH GRADER, WOULD TAKE AGAIN, GIVES GOOD FEEDBACK, SO MANY PAPERS"
"NISBET, ROGER",3.3,2.7,6,N/A,https://www.ratemyprofessors.com/professor/1022889,Biology,None
"HACKER, BRADLEY",4.1,2.6,7,N/A,https://www.ratemyprofessors.com/professor/1073016,Geology,"HILARIOUS, TOUGH GRADER, TESTS? NOT MANY, WOULD TAKE AGAIN, RESPECTED"
"PROTZKO, JOHN",4.2,3.7,3,N/A,https://www.ratemyprofessors.com/professor/1969445,Psychology,"TOUGH GRADER, TESTS ARE TOUGH, CARING, LECTURE HEAVY"
"PALTIN, JUDITH",1.0,5.0,2,N/A,https://www.ratemyprofessors.com/professor/1881618,English,None
"WADE, EVELYN",5.0,1.6,54,N/A,https://www.ratemyprofessors.com/professor/660909,Germanic & Russian Studies,"CLEAR GRADING CRITERIA, WOULD TAKE AGAIN, INSPIRATIONAL, CARING, RESPECTED"
"PARSONS, STANLEY",2.7,2.6,15,N/A,https://www.ratemyprofessors.com/professor/504080,Chemistry,WOULD TAKE AGAIN
"RENEHAN, ROBERT",5.0,2.3,11,N/A,https://www.ratemyprofessors.com/professor/263916,Classics,"PARTICIPATION MATTERS, INSPIRATIONAL, RESPECTED"
"FURNER, MARY",3.1,3.3,32,N/A,https://www.ratemyprofessors.com/professor/343210,History,"GET READY TO READ, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS."
"CORSINI, ERIC",1.4,4.7,46,N/A,https://www.ratemyprofessors.com/professor/1850863,Physics,"TOUGH GRADER, LOTS OF HOMEWORK, LECTURE HEAVY, TESTS ARE TOUGH"
"MARCOLINE, ANNE",3.1,3.4,10,N/A,https://www.ratemyprofessors.com/professor/1111027,Writing,"TOUGH GRADER, GET READY TO READ, AMAZING LECTURES"
"GURROLA, LARRY",3.4,2.0,6,N/A,https://www.ratemyprofessors.com/professor/1508130,Geology,None
"CAPPELLO, PETER",2.4,2.9,13,N/A,https://www.ratemyprofessors.com/professor/419319,Computer Science,None
"SWAIN, KATE",3.3,4.5,2,N/A,https://www.ratemyprofessors.com/professor/1861324,Political Science,None
"HELLESETER, MIGUEL",2.5,4.5,2,N/A,https://www.ratemyprofessors.com/professor/1945577,Economics,TOUGH GRADER
"SHERIDAN, EILEEN",3.8,2.7,18,N/A,https://www.ratemyprofessors.com/professor/940860,Economics,"SKIP CLASS? YOU WON'T PASS., CARING"
"GEORGE, ROSHNI",2.2,4.0,9,N/A,https://www.ratemyprofessors.com/professor/1913220,Biology,"GET READY TO READ, LECTURE HEAVY"
"HERNANDEZ, LUIS",4.8,1.9,7,N/A,https://www.ratemyprofessors.com/professor/1701559,Spanish & Portuguese,"WOULD TAKE AGAIN, GIVES GOOD FEEDBACK, RESPECTED"
"SCHOONRAAD, SARAH",5.0,1.5,4,N/A,https://www.ratemyprofessors.com/professor/1688441,Chemistry,"WOULD TAKE AGAIN, CARING, RESPECTED"
"CHEN, JINGRUN",3.7,2.6,13,N/A,https://www.ratemyprofessors.com/professor/1590726,Mathematics,WOULD TAKE AGAIN
"DESPAIN, CLAREANN",4.9,1.5,4,N/A,https://www.ratemyprofessors.com/professor/1292673,Theater,"GET READY TO READ, PARTICIPATION MATTERS, GIVES GOOD FEEDBACK"
"FARMER, SHARON",2.5,3.3,32,N/A,https://www.ratemyprofessors.com/professor/11148,History,"GET READY TO READ, PARTICIPATION MATTERS, SKIP CLASS? YOU WON'T PASS."
"AULAKH, PAVNEET",4.8,3.2,6,N/A,https://www.ratemyprofessors.com/professor/894787,English,"AMAZING LECTURES, INSPIRATIONAL, RESPECTED"
"NASH, MARGUERITE",3.2,3.2,53,N/A,https://www.ratemyprofessors.com/professor/268049,Political Science,"GET READY TO READ, LECTURE HEAVY"
"LIEBERMAN, DEBRA",4.3,2.3,15,N/A,https://www.ratemyprofessors.com/professor/365651,Communication,"TESTS? NOT MANY, WOULD TAKE AGAIN, CARING"
"FERNANDES, MEGAN",4.4,2.2,14,N/A,https://www.ratemyprofessors.com/professor/1058236,English,"WOULD TAKE AGAIN, INSPIRATIONAL, HILARIOUS"
"JARAMILLO, DREW",4.8,3.2,6,N/A,https://www.ratemyprofessors.com/professor/1475837,Mathematics,None
"RODOPLU, VOLKAN",3.8,3.8,16,N/A,https://www.ratemyprofessors.com/professor/450483,Engineering,"SKIP CLASS? YOU WON'T PASS., LOTS OF HOMEWORK, RESPECTED"
"OLIVA VALLEJO, PAULINA",2.3,4.5,11,N/A,https://www.ratemyprofessors.com/professor/1572674,Economics,"TOUGH GRADER, CLEAR GRADING CRITERIA, GIVES GOOD FEEDBACK, RESPECTED"
"SINAY, MARICK",3.8,3.2,5,N/A,https://www.ratemyprofessors.com/professor/1005706,Statistics,"RESPECTED, LECTURE HEAVY, WOULD TAKE AGAIN"
"DOWLING, ABBY",3.8,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1613722,History,"TOUGH GRADER, GET READY TO READ, SO MANY PAPERS"
"RONE, VINCENT",4.8,2.1,20,N/A,https://www.ratemyprofessors.com/professor/1465280,Music,"WOULD TAKE AGAIN, INSPIRATIONAL, HILARIOUS"
"BLASCOVICH, JAMES",3.1,4.0,5,N/A,https://www.ratemyprofessors.com/professor/1425771,Psychology,"AMAZING LECTURES, WOULD TAKE AGAIN, RESPECTED"
"HOOKER, THOMAS",1.9,2.7,188,N/A,https://www.ratemyprofessors.com/professor/229826,Chemistry,"TOUGH GRADER, SKIP CLASS? YOU WON'T PASS., GROUP PROJECTS, BEWARE OF POP QUIZZES, RESPECTED"
"BURNETT, LES",1.4,4.8,4,N/A,https://www.ratemyprofessors.com/professor/1845726,Chemistry,TOUGH GRADER
"BUTZER, TIM",4.4,2.0,9,N/A,https://www.ratemyprofessors.com/professor/1390254,Philosophy,None
"MILLER, ROBERT",5.0,3.0,2,N/A,https://www.ratemyprofessors.com/professor/1913165,Biology,"PARTICIPATION MATTERS, TESTS? NOT MANY, WOULD TAKE AGAIN"
"BUDGETT, GRAHAM",3.6,3.3,7,N/A,https://www.ratemyprofessors.com/professor/25805,Fine Arts,"PARTICIPATION MATTERS, TESTS? NOT MANY, WOULD TAKE AGAIN"
"HOLZMEISTER, ANGELA",5.0,1.7,3,N/A,https://www.ratemyprofessors.com/professor/1839378,Classics,None
"FRENCH, NATHAN",4.3,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1603126,Religion,None
"HELLER, MEREDITH",4.2,3.7,3,N/A,https://www.ratemyprofessors.com/professor/1870217,Women's Studies,"SKIP CLASS? YOU WON'T PASS., GIVES GOOD FEEDBACK, BEWARE OF POP QUIZZES"
"CARRUTH, ALLISON",3.1,2.9,8,N/A,https://www.ratemyprofessors.com/professor/1181757,English,None
"TREU, TOMMASO",3.8,2.8,18,N/A,https://www.ratemyprofessors.com/professor/857868,Physics,"TOUGH GRADER, HILARIOUS, CARING"
"SPRANKLE, MATT",3.0,2.8,6,N/A,https://www.ratemyprofessors.com/professor/1256037,Mechanical Engineering,None
"BUCY, KYLE",5.0,3.0,4,N/A,https://www.ratemyprofessors.com/professor/1782554,English,"WOULD TAKE AGAIN, GIVES GOOD FEEDBACK, RESPECTED"
"CLELAND, ANDREW",4.4,3.3,26,N/A,https://www.ratemyprofessors.com/professor/358197,Physics,None
"WOLFSON, BEN",1.8,3.8,4,N/A,https://www.ratemyprofessors.com/professor/1684178,Philosophy,"TOUGH GRADER, GET READY TO READ, SKIP CLASS? YOU WON'T PASS."
"WILKINSON, ROBERT",3.4,1.9,14,N/A,https://www.ratemyprofessors.com/professor/555252,Environmental Science,None
"GEORGE, ALEX",3.1,3.4,18,N/A,https://www.ratemyprofessors.com/professor/1623990,Physics,"TOUGH GRADER, GET READY TO READ, LOTS OF HOMEWORK, CARING, TESTS ARE TOUGH"
"BAGUSKAS, SARA",3.5,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1860227,Environmental Science & Mgmt.,PARTICIPATION MATTERS
"DARIAN-SMITH, EVE",3.7,2.8,31,N/A,https://www.ratemyprofessors.com/professor/295649,Law,None
"DUBIN, JEFFREY",2.1,3.0,4,N/A,https://www.ratemyprofessors.com/professor/1187491,Economics,None
"HASEGAWA, TSUYOSHI",3.8,3.0,60,N/A,https://www.ratemyprofessors.com/professor/221565,History,None
"SHYNK, JOHN J.",3.8,2.5,6,N/A,https://www.ratemyprofessors.com/professor/768342,Engineering,None
"YOSSO, TARA",2.0,3.0,25,N/A,https://www.ratemyprofessors.com/professor/240855,Ethnic Studies,None
"BECKER, CHARLOTTE",4.7,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1748218,English,None
"MCCULLOUGH, EMMA",3.7,3.0,14,N/A,https://www.ratemyprofessors.com/professor/1836796,Music,None
"JOINER, MIKE",4.8,1.8,23,N/A,https://www.ratemyprofessors.com/professor/1117766,Music,None
"KENNARD, LEE",4.1,2.8,4,N/A,https://www.ratemyprofessors.com/professor/1758687,Mathematics,None
"MILNER-BRAGE, AVIVA",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1910848,Music,None
"TOTTEN, ROBBIE",4.6,2.2,5,N/A,https://www.ratemyprofessors.com/professor/1889932,Political Science,None
"GUERRIER, STEPHANE",3.0,2.5,14,N/A,https://www.ratemyprofessors.com/professor/1845891,Statistics,None
"RUPP, LEILA",4.1,2.5,26,N/A,https://www.ratemyprofessors.com/professor/261474,Women's Studies,None
"VALENTINE, MEGAN",3.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1907942,Mechanical Engineering,None
"ENGLUND, SCOTT",3.8,2.3,6,N/A,https://www.ratemyprofessors.com/professor/1853766,Political Science,WOULD TAKE AGAIN
"WILSON, LESLIE",3.5,2.2,12,N/A,https://www.ratemyprofessors.com/professor/584942,Biology,None
"WRIGHT, ADAM",5.0,4.0,2,N/A,https://www.ratemyprofessors.com/professor/1880168,Economics,None
"DEACON, ROBERT",3.5,2.7,36,N/A,https://www.ratemyprofessors.com/professor/410874,Economics,None
"BARVOSA-CARTER, EDWINA",2.5,3.4,41,N/A,https://www.ratemyprofessors.com/professor/527830,Ethnic Studies,None
"SILVA, ALBERT",5.0,3.0,4,N/A,https://www.ratemyprofessors.com/professor/1752193,Writing,None
"WILLIAMS, SIMON",4.1,3.0,14,N/A,https://www.ratemyprofessors.com/professor/348455,Theater,None
"GONZALEZ, LORNA",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1906516,Writing,None
"FOSTER, BLYTHE",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1905784,Theater,None
"LONGORIA, ROLANDO",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1906214,Sociology,None
"DANIELS, TIMOTHY",4.5,3.0,10,N/A,https://www.ratemyprofessors.com/professor/1838666,History,None
"SANTORI, GREGG",2.7,3.2,32,N/A,https://www.ratemyprofessors.com/professor/967448,Political Science,None
"DOLSON, DAN",3.8,2.6,16,N/A,https://www.ratemyprofessors.com/professor/1125729,Philosophy,None
"ROBINSON, LAURA",4.8,1.7,13,N/A,https://www.ratemyprofessors.com/professor/1803112,Linguistics,None
"PALENZUELA, DIANA",4.4,1.8,6,N/A,https://www.ratemyprofessors.com/professor/1626746,Spanish,None
"STONICH, SUSAN",1.8,3.6,13,N/A,https://www.ratemyprofessors.com/professor/648314,Anthropology,None
"NEIRA, JULIAN",4.8,2.0,3,N/A,https://www.ratemyprofessors.com/professor/1611218,Economics,None
"KEARNEY, KEVIN",4.6,2.0,10,N/A,https://www.ratemyprofessors.com/professor/1327252,English,None
"MECHLINSKI, TIMOTHY",3.8,2.6,19,N/A,https://www.ratemyprofessors.com/professor/1042913,Sociology,None
"DUNPHY, RONAN",4.8,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1475031,Classics,None
"OXELSON, EVA",4.5,1.8,5,N/A,https://www.ratemyprofessors.com/professor/1006393,Education,None
"XIAO, DANQING",4.3,1.0,2,N/A,https://www.ratemyprofessors.com/professor/1798303,Geography,None
"COHEN, PATRICIA",3.4,3.4,21,N/A,https://www.ratemyprofessors.com/professor/243637,History,None
"MEYER, SHANNON",2.0,3.9,9,N/A,https://www.ratemyprofessors.com/professor/1034397,English,None
"HARRIS, DAVID",2.5,2.9,51,N/A,https://www.ratemyprofessors.com/professor/12659,Science,None
"CUTLER, JODI",3.0,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1693451,Advisor,None
"KARIMI, SHAHAB",4.1,2.6,44,N/A,https://www.ratemyprofessors.com/professor/1722789,Mathematics,None
"ARCHAMBEAU, NICOLE",4.3,2.2,5,N/A,https://www.ratemyprofessors.com/professor/1382703,History,None
"JUANG, LINDA",3.1,2.9,14,N/A,https://www.ratemyprofessors.com/professor/1693069,Psychology,None
"FRITTELLI, MARCO",4.3,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1872620,Statistics,None
"MELLIAR-SMITH, MICHAEL",4.2,1.0,3,N/A,https://www.ratemyprofessors.com/professor/1296088,Electrical & Comp. Engineering,None
"SHELTON, JO ANN",3.9,2.5,11,N/A,https://www.ratemyprofessors.com/professor/618633,Classics,None
"KELLER, ARTURO",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1544394,Environmental Science & Mgmt.,None
"MCCURN, ALEXIS",3.4,2.2,5,N/A,https://www.ratemyprofessors.com/professor/1883832,Social Science,None
"STRICKLAND, JENESSA",3.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1885915,Philosophy,None
"HIRSCH, .",4.6,1.7,11,N/A,https://www.ratemyprofessors.com/professor/878357,Writing,None
"PETERSON, JEANETTE",3.6,3.1,20,N/A,https://www.ratemyprofessors.com/professor/357222,Fine Arts,None
"OROZCO, MONICA",2.5,3.5,32,N/A,https://www.ratemyprofessors.com/professor/11146,History,None
"DIRKSE, SCOTT",5.0,1.7,15,N/A,https://www.ratemyprofessors.com/professor/1601244,Music,None
"ROMEO, JIM",4.4,2.7,22,N/A,https://www.ratemyprofessors.com/professor/430102,Physical Ed,None
"LIEBLING, MICHAEL",5.0,2.8,5,N/A,https://www.ratemyprofessors.com/professor/1343923,Engineering,None
"GROSS, TODD",4.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1883259,Statistics,None
"POLLOCK, ANNELIESE",3.3,1.5,2,N/A,https://www.ratemyprofessors.com/professor/1504649,French & Italian,None
"ACEROL, OMER",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1880767,Computer Science,None
"GONZALEZ, AMBER",3.0,2.5,4,N/A,https://www.ratemyprofessors.com/professor/1847860,Women's Studies,None
"YIH, ANNIE",3.2,2.7,10,N/A,https://www.ratemyprofessors.com/professor/529254,Music,None
"SANDALL, ORVILLE",2.7,3.5,6,N/A,https://www.ratemyprofessors.com/professor/537717,Engineering,None
"WIRTS, SHAWN",2.8,3.0,4,N/A,https://www.ratemyprofessors.com/professor/1602532,Mathematics,None
"HANER, JOHN",4.0,2.1,15,N/A,https://www.ratemyprofessors.com/professor/566183,Writing,None
"DRAGOJEVIC, MARKO",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1876795,Communication,None
"KIM, THEODORE",3.8,5.0,2,N/A,https://www.ratemyprofessors.com/professor/1868963,Computer Science,None
"MAHALL, BRUCE",2.4,4.3,6,N/A,https://www.ratemyprofessors.com/professor/1115142,Biology,None
"ROTHSTEIN, STEVE",4.5,3.0,2,N/A,https://www.ratemyprofessors.com/professor/973134,Biology,None
"WHEELER, SARA",4.4,2.3,14,N/A,https://www.ratemyprofessors.com/professor/455026,Languages,None
"BUSBY, CATHY",3.6,2.4,30,N/A,https://www.ratemyprofessors.com/professor/368799,Geology,None
"CLINE, SARAH",3.7,3.1,21,N/A,https://www.ratemyprofessors.com/professor/325640,History,None
"OLEINIKOV, PAVEL",3.0,3.8,13,N/A,https://www.ratemyprofessors.com/professor/1803493,Political Science,None
"CONRAD, JAMES",3.0,3.8,4,N/A,https://www.ratemyprofessors.com/professor/1252239,Classics,None
"RUSSAK, JUSTIN",3.0,3.3,76,N/A,https://www.ratemyprofessors.com/professor/1232192,Chemistry,None
"PULIZZI, JAMES",4.5,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1869061,English,None
"NANCE, IAN",3.7,2.5,6,N/A,https://www.ratemyprofessors.com/professor/1465323,Philosophy,None
"ROCK, DAVID",3.6,2.4,19,N/A,https://www.ratemyprofessors.com/professor/304349,History,None
"CASTANO ISAZA, ALEJANDRO",5.0,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1522033,Art,None
"AKSOY, CAN",3.8,3.4,5,N/A,https://www.ratemyprofessors.com/professor/1445469,Writing,None
"BOE, BRYCE",4.3,3.0,6,N/A,https://www.ratemyprofessors.com/professor/1747669,Computer Science,None
"WOOD, WARREN",3.3,2.8,8,N/A,https://www.ratemyprofessors.com/professor/402353,History,None
"BOGGS, SARAH",4.0,1.9,27,N/A,https://www.ratemyprofessors.com/professor/351153,Writing,None
"EL-ZATMAH, SHAWKI",4.7,4.4,5,N/A,https://www.ratemyprofessors.com/professor/1758847,History,None
"YANG, ERIC",5.0,2.2,5,N/A,https://www.ratemyprofessors.com/professor/1782012,Philosophy,None
"GRIGORYAN, VIKTOR",4.1,2.7,28,N/A,https://www.ratemyprofessors.com/professor/1195729,Mathematics,None
"KLOSE, KRISTIE",4.4,3.2,13,N/A,https://www.ratemyprofessors.com/professor/1476049,Environmental Science & Mgmt.,None
"HOMSY, GEORGE",4.4,3.2,5,N/A,https://www.ratemyprofessors.com/professor/474898,Engineering,None
"PIO, CARLOS",2.4,3.2,6,N/A,https://www.ratemyprofessors.com/professor/923505,Literature,None
"EINARSSON, BALDVIN",3.7,2.0,6,N/A,https://www.ratemyprofessors.com/professor/1807820,Mathematics,None
"BRUNICK, G P",2.1,3.4,8,N/A,https://www.ratemyprofessors.com/professor/1630403,Statistics,None
"TUTINO, STEFANIA",4.5,3.2,43,N/A,https://www.ratemyprofessors.com/professor/883565,Religion,None
"OLIVER, MAC",3.8,2.8,20,N/A,https://www.ratemyprofessors.com/professor/402903,Writing,None
"SPEWAK, DAVID",3.7,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1548965,Philosophy,None
"HURFORD, WENDY",4.9,1.8,9,N/A,https://www.ratemyprofessors.com/professor/1824408,Writing,None
"REAM, ROBERT",4.5,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1596176,Mathematics,None
"ALBANESE, CATHERINE",3.2,2.7,45,N/A,https://www.ratemyprofessors.com/professor/171310,Religion,None
"PEREZ, JULIO",3.4,3.0,4,N/A,https://www.ratemyprofessors.com/professor/1294263,Spanish & Portuguese,None
"SORENSEN, ANNA",4.3,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1585495,Not Specified,None
"MCALLISTER, LISA",2.5,3.9,12,N/A,https://www.ratemyprofessors.com/professor/925960,Anthropology,None
"GRIFFIN, MATT",4.0,3.0,3,N/A,https://www.ratemyprofessors.com/professor/1672444,Philosophy,None
"NIEHAUS, JEFF",4.6,2.5,46,N/A,https://www.ratemyprofessors.com/professor/762167,Psychology,None
"OLIVER, ELIDE",3.4,2.6,14,N/A,https://www.ratemyprofessors.com/professor/558158,Literature,None
"HIRSHBERG, DAN",4.3,4.0,2,N/A,https://www.ratemyprofessors.com/professor/1824780,Religion,None
"RAMBELLI, FABIO",2.5,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1507373,History,None
"ELLIS, STANLEY",5.0,3.0,1,N/A,https://www.ratemyprofessors.com/professor/1833547,Sociology,None
"YU, PAULINE",3.1,3.8,4,N/A,https://www.ratemyprofessors.com/professor/1827980,Biology,None
"KOHL, DAVID",4.6,2.7,59,N/A,https://www.ratemyprofessors.com/professor/235540,Biology,None
"MACK, STEPHEN",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1831300,Psychology,None
"KOLZOW, ART",2.0,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1512901,French & Italian,None
"MALDONADO, SPEARIT",3.9,2.8,21,N/A,https://www.ratemyprofessors.com/professor/264947,Law,None
"LAWVER, DANIEL",1.8,2.8,12,N/A,https://www.ratemyprofessors.com/professor/1631164,Economics,None
"MAURSETH, .",3.4,2.3,6,N/A,https://www.ratemyprofessors.com/professor/1044306,Languages,None
"ANDERSON, KANE",4.6,2.8,32,N/A,https://www.ratemyprofessors.com/professor/1204850,Theater,None
"TOWNSEND, SARAH",4.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1824462,Spanish & Portuguese,None
"PALERM, JUAN VICENTE",3.0,1.0,2,N/A,https://www.ratemyprofessors.com/professor/1425264,Anthropology,None
"RUHE, ZACHARY",3.5,4.0,1,N/A,https://www.ratemyprofessors.com/professor/1825077,Biochemistry,None
"MOROVATI, DIANE",5.0,1.0,1,N/A,https://www.ratemyprofessors.com/professor/1824983,Communication,None
"SAPATINAS, THEOFANIS",2.5,3.5,2,N/A,https://www.ratemyprofessors.com/professor/1803540,Statistics,None
"LOUX, TRAVIS",3.9,3.0,14,N/A,https://www.ratemyprofessors.com/professor/1685275,Statistics,None
"MENGELE, IRMGARD",4.1,1.0,4,N/A,https://www.ratemyprofessors.com/professor/1735060,Germanic & Russian Studies,None
"STODTMEISTER, RYAN",5.0,2.5,2,N/A,https://www.ratemyprofessors.com/professor/1373529,Writing,None
"ISRAELACHVILI, JACOB",1.0,5.0,1,N/A,https://www.ratemyprofessors.com/professor/1824301,Chemical Engineering,"AMAZING LECTURES, CLEAR GRADING CRITERIA, WOULD TAKE AGAIN"
"ANDERSON, STAN",3.5,3.0,39,N/A,https://www.ratemyprofessors.com/professor/1008160,Chemistry,None
"ROOF, WADE",3.5,2.2,28,N/A,https://www.ratemyprofessors.com/professor/322338,Religion,None
"LINEHAN, TIMOTHY",4.9,2.6,10,N/A,https://www.ratemyprofessors.com/professor/1486254,Philosophy,None
"BAULER, RODRIGO",4.8,1.8,6,N/A,https://www.ratemyprofessors.com/professor/1648211,Germanic & Russian Studies,None
"PHAM, BINH",3.3,3.0,8,N/A,https://www.ratemyprofessors.com/professor/1551960,Statistics,None
"SARNA, KENDRA",2.8,2.7,3,N/A,https://www.ratemyprofessors.com/professor/1790426,Writing,None
"CURTIS, MATTHEW",4.4,3.5,13,N/A,https://www.ratemyprofessors.com/professor/1400314,Anthropology,None
"GALINDO, GLORIA",1.8,4.8,8,N/A,https://www.ratemyprofessors.com/professor/1087149,Literature,None
"WAHLSTROM, TODD",4.1,3.2,5,N/A,https://www.ratemyprofessors.com/professor/1700247,History,None
"ALCOCER, ELOISA",4.7,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1761562,Spanish,None
"PELTTARI, AARON",3.3,2.0,3,N/A,https://www.ratemyprofessors.com/professor/1787169,Classics,None
"THAKAR, HEATHER",4.8,2.3,3,N/A,https://www.ratemyprofessors.com/professor/1602706,Anthropology,"TOUGH GRADER, GET READY TO READ, PARTICIPATION MATTERS"
"ABBOTT, PORTER",4.0,2.8,11,N/A,https://www.ratemyprofessors.com/professor/377364,English,None
"ROBERTS, MARTHA",5.0,2.0,1,N/A,https://www.ratemyprofessors.com/professor/1809217,Writing,None
"RUIMI, ANNIE",1.5,1.5,2,N/A,https://www.ratemyprofessors.com/professor/1000508,Mechanical Engineering,None
"RAMSEY, JON",4.6,2.5,12,N/A,https://www.ratemyprofessors.com/professor/934245,Writing,None
"PHILLIPS, LLAD",3.4,2.6,12,N/A,https://www.ratemyprofessors.com/professor/462162,Economics,None
"SEIBOLD, DAVID",3.6,2.9,19,N/A,https://www.ratemyprofessors.com/professor/263715,Communication,None
"POLLOCK, TRESA",4.8,2.0,2,N/A,https://www.ratemyprofessors.com/professor/1705602,Engineering,None
"LUM, DAVID",3.0,3.8,4,N/A,https://www.ratemyprofessors.com/professor/1730009,Chemistry,None
